,AreaName,Price ($),lat,lng,Address,City,Postal Code,FSA
235,The Kingsway,419000,43.649673,-79.494484,#206 - 2662 BLOOR ST W,Toronto,M8X,M8X
236,Willowdale,332000,43.768181,-79.390923,#419 - 21 CLAIRTRELL RD,Toronto,M2N 5J6,M2N
237,Rouge,949900,43.794567,-79.139496,#18 - 67 KIRKDENE DR,Toronto,M1C 2V6,M1C
238,Long Branch,1199000,43.595394,-79.528358,3409 LAKE SHORE BLVD W,Toronto,M8W 1N2,M8W
239,Agincourt,329000,43.809391,-79.266144,#1501 - 30 THUNDER GRVE,Toronto,M1V 4A3,M1V
240,Silverthorn,990000,43.691364,-79.466621,#B - 24 VENN CRES,Toronto,M6M 1S4,M6M
241,Willowdale,999000,43.775993,-79.432739,206 B FINCH AVE W,Toronto,M2R 1M5,M2R
242,Bendale,418000,43.771309,-79.260719,#835 - 125 OMNI DR,Toronto,M1P 5A6,M1P
243,Malvern,529000,43.811443,-79.219551,35 PROSPERITY PTWY,Toronto,M1B 4H3,M1B
245,Newtonbrook,489900,43.780727,-79.419991,#21 - 49 HENDON AVE,Toronto,M2M 1A4,M2M
246,Agincourt,319500,43.786663,-79.269997,#4 - 4385 SHEPPARD AVE E,Toronto,M1S 1T8,M1S
247,Toronto,317000,43.824078,-79.273773,#701 - 80 ALTON TOWERS CIRC,Toronto,M1V 5E8,M1V
248,Eglinton West,300000,43.694233,-79.456284,2041 EGLINTON AVE W,Toronto,M6E 2K4,M6E
249,St. Andrew - Windfields,3538000,43.757244,-79.398636,55 FAIRMEADOW AVE,Toronto,M2P 1W8,M2P
250,Agincourt,950000,43.793625,-79.2771,37 LAURALYNN CRES,Toronto,M1S 2H5,M1S
251,Wexford - Maryvale,85000,43.72538,-79.299232,2926 EGLINTON AVE E,Toronto,M1L 2L1,M1L
253,Bayview Village,332000,43.769485,-79.368919,#1215 - 15 SINGER CRT,Toronto,M2K 0B4,M2K
254,Long Branch,1649000,43.596386,-79.523834,3289 -91 LAKESHORE BLVD W,Toronto,M8W 1M8,M8W
255,Malvern,437000,43.792263,-79.237587,#405 - 1585 MARKHAM RD,Toronto,M1B 2W1,M1B
256,Downtown,75000,43.650963,-79.397903,#219 - 222 SPADINA AVE,Toronto,M5T 3B3,M5T
257,Toronto,398800,43.761047,-79.410904,#157 - 4750 YONGE ST,Toronto,L4C 0M5,L4C
258,Willowdale,588800,43.760464,-79.410248,#811 - 2 ANNDALE DR,Toronto,M2N 0G5,M2N
259,Agincourt,105000,43.788311,-79.268082,#351 - 4438 SHEPPARD AVE E,Toronto,M1S 1V2,M1S
260,Downtown,387000,43.649567,-79.397865,#302 - 38 CAMERON ST,Toronto,M5T 0C3,M5T
261,Downtown,358000,43.67049,-79.38163,#1710 - 100 HAYDEN DR,Toronto,M4Y 3G2,M4Y
262,Thornhill,145000,43.823112,-79.36956,2300 John Street,Toronto,L3T 6G7,L3T
263,Little Portugal,299900,43.641697,-79.423431,#911 E - 36 LISGAR ST,Toronto,M6J 0A9,M6J
264,Silverthorn,279900,43.682056,-79.466515,475 D ROGERS RD,Toronto,M6M 1B2,M6M
265,Downtown,385000,43.667324,-79.372574,#805 - 225 WELLESLEY ST E,Toronto,M4X 1X8,M4X
266,Parma Court,320000,43.71833,-79.303375,# 301 - 45 SUNRISE AVE,Toronto,M4A 2S3,M4A
267,Niagara,374000,43.641579,-79.415901,#802 - 1030 KING ST W,Toronto,M6K 0B4,M6K
268,Downtown,329900,43.650372,-79.382347,#3604 - 70 TEMPERANCE ST,Toronto,M5H 3V5,M5H
269,Lansing,364900,43.760658,-79.41581,#903 - 88 SHEPPARD AVE,Toronto,M2N 1M5,M2N
270,Newtonbrook,334800,43.78017,-79.418251,#2601 - 15 GREENVIEW AVE,Toronto,M2M 4M7,M2M
271,Victoria Village,119000,43.728821,-79.329216,#108 - 1 CONCORDE GATE,Toronto,M3C 3N6,M3C
272,Golden Mile,299000,43.723164,-79.289505,#A121 - 41 LEBOVIC AVE,Toronto,M1L 4W1,M1L
273,Rouge,15000,43.801224,-79.199356,#4 - 1143 MORNINGSIDE AVE,Toronto,M1B 0A7,M1B
274,Bridlewood,299000,43.79488,-79.313713,#612 - 10 STONEHILL CRT,Toronto,M1W 2X8,M1W
275,Midtown Toronto,249000,43.671066,-79.385742,#R09 - 2 BLOOR ST E,Toronto,M4W 1A8,M4W
276,High Park North,369900,43.65572,-79.45649,#607 - 1638 BLOOR ST W,Toronto,M6P 1A7,M6P
277,Midtown Toronto,475000,43.696835,-79.393997,#714 - 68 MERTON ST,Toronto,M4S 0A7,M4S
278,The Beach,90000,43.668644,-79.305237,1889 Queen St,Toronto,M4L 1H3,M4L
279,Rexdale,749900,43.738457,-79.570892,1246 Albion Rd,Toronto,M9V 1A8,M9V
280,Earlscourt,2355000,43.683754,-79.451653,236 Nairn Ave,Toronto,M6E 4H4,M6E
281,West Hill,579000,43.77354,-79.190689,70 Falaise Rd,Toronto,M1E 3B7,M1E
282,Runnymede,725000,43.664024,-79.487305,33 Morland Rd,Toronto,M6S 2M7,M6S
283,Glen Park,698000,43.70895,-79.468628,36 Eugene St,Toronto,M6B 3Z4,M6B
284,Oakridge,3900000,43.694927,-79.276337,40 Danforth Rd,Toronto,M1L 3W4,M1L
285,Wallace Emerson,2900000,43.659016,-79.443916,21 Wade Ave,Toronto,M6H 1P4,M6H
286,Agincourt,679000,43.813965,-79.264297,34 Richmond Park Blvd,Toronto,M1V 3B6,M1V
287,Bendale,264900,43.774338,-79.252594,#902 - 61 Town Centre Crt,Toronto,M1P 5C6,M1P
288,The Beach,1095000,43.669979,-79.305237,20 Herbert Ave,Toronto,M4L 3P9,M4L
289,Downtown,129000,43.654774,-79.399788,161 Baldwin St,Toronto,M5T 1L9,M5T
290,Newtonbrook,188000,43.788799,-79.41777,6004 Yonge St,Toronto,M2M 3W2,M2M
291,Sunnylea,1400000,43.637974,-79.521782,6 Chauncey Ave,Toronto,M8Z 2Z2,M8Z
292,Downtown,3250000,43.656151,-79.370743,154 Shuter St,Toronto,M5A 1V9,M5A
293,Downtown,100000,43.669567,-79.388596,#13 - 55 Bloor St,Toronto,M4W 1A6,M4W
294,Newtonbrook,180000,43.786041,-79.417038,5851 Yonge Rd,Toronto,M2M 3V6,M2M
295,Downtown,288000,43.6562,-79.393417,26 Baldwin St,Toronto,M5T 1L2,M5T
296,The Beach,49000,43.671673,-79.293404,2142 Queen St,Toronto,M4E 1E3,M4E
297,Downtown,99900,43.647144,-79.378792,#C50 - 181 Bay St,Toronto,M5J 2T3,M5J
298,Downtown,369900,43.650906,-79.378456,127 YONGE ST,Toronto,M5C 1W4,M5C
299,Woburn,246900,43.78167,-79.247215,#1510 - 36 Lee Centre Dr,Toronto,M1H 3J7,M1H
300,Mimico,699000,43.624969,-79.478081,#304A - 59 Annie Craig Dr,Toronto,M8V 0C4,M8V
301,York University Heights,1500000,43.751213,-79.464142,#107 - 1 De Boers Dr,Toronto,M3J 3E5,M3J
302,Brookhaven,225000,43.697231,-79.490097,#2410 - 10 Martha Eaton Way,Toronto,M6M 4C2,M6M
303,Bayview Village,534998,43.767937,-79.387955,#724 - 2885 Bayview Ave,Toronto,M2K 0A3,M2K
304,Long Branch,1499000,43.593056,-79.534187,31 Marina Ave,Toronto,M8W 1K4,M8W
305,Parkdale,330000,43.635578,-79.441345,2167 Lake Shore Blvd,Toronto,M6K 3C1,M6K
306,Parkdale,270000,43.635578,-79.441345,2167 Lake Shore Blvd,Toronto,M6K 3C1,M6K
307,Silverthorn,65000,43.682381,-79.468735,528 Rogers Rd,Toronto,M6M 1B3,M6M
309,Rexdale,649000,43.732437,-79.591125,18 Mosque Cres,Toronto,M9V 4J2,M9V
310,Cliffcrest,2599000,43.720974,-79.225662,9 Fenwood Hts,Toronto,M1M 2V6,M1M
311,Sunnylea,1400000,43.63802,-79.521591,4 Chauncey Ave,Toronto,M8Z 2Z2,M8Z
312,Downtown,3500,43.666531,-79.385597,5 Irwin Ave,Toronto,M4Y 1K9,M4Y
314,York Mills,7600000,43.746357,-79.382523,6 Wilket Rd,Toronto,M2L 1N6,M2L
315,Parkdale,2200000,43.63681,-79.432549,153 DUNN AVE,Toronto,M6K 2R8,M6K
316,Niagara,395000,43.643013,-79.406204,#412 - 775 KING ST W,Toronto,M5V 2K3,M5V
317,Downtown,129000,43.642742,-79.374107,1 YONGE ST,Toronto,M5E 1W7,M5E
318,Downtown,90000,43.643227,-79.37619,16 YONGE ST,Toronto,M5E 2A1,M5E
319,Old Town,349900,43.653126,-79.369339,#204 - 311 Richmond St,Toronto,M5A 1P2,M5A
320,Midtown Toronto,559000,43.670319,-79.394432,#2007 - 155 Yorkville Ave,Toronto,M5R 1C4,M5R
321,Kingsview Village,149900,43.695709,-79.557632,#409 - 390 Dixon Rd,Toronto,M9R 4B9,M9R
322,Don Mills,278000,43.747749,-79.348656,#A203 - 16 Mallard Rd,Toronto,M3B 3N1,M3B
323,Jane and Finch,185000,43.758179,-79.519676,#103 - 1 York Gate Blvd,Toronto,M3N 3A1,M3N
324,Don Valley Village,1268000,43.788349,-79.343178,157 Kingslake Rd,Toronto,M2J 3G4,M2J
325,Downtown,243900,43.659454,-79.360992,#711 - 55 Regent Park Blvd,Toronto,M5A 2B7,M5A
326,Newtonbrook,1788000,43.79002,-79.40284,313 Cummer Ave,Toronto,M2M 2E8,M2M
327,Willowdale,459000,43.777355,-79.41275,#1210 - 60 Byng Ave,Toronto,M2N 7K3,M2N
328,Downtown,1345800,43.646809,-79.390182,#4011 - 80 John St,Toronto,M5V 3X4,M5V
330,Bayview Village,314900,43.767689,-79.382263,#506 - 27 Rean Dr,Toronto,M2K 0A6,M2K
331,Toronto,99000,43.653225,-79.383186,1871 O&#39;connor Dr,Toronto,M5G 1P5,M5G
332,Old Mill,4588000,43.650284,-79.498947,100 Old Mill Rd,Toronto,M8X 1G9,M8X
333,Weston,164888,43.701397,-79.511627,2010 Lawrence Ave,Toronto,M9N 1H4,M9N
334,Midtown Toronto,449000,43.671303,-79.384689,#1512 - 8 Park Rd,Toronto,M4W 1A8,M4W
335,Rouge,399000,43.821304,-79.246292,#D33 - 2761 Markham Rd,Toronto,M1X 0A4,M1X
336,York Mills,3300000,43.744301,-79.387367,125 Highland Cres,Toronto,M2L 1H2,M2L
337,Teddington Park,89000,43.734268,-79.404373,3471 Yonge St,Toronto,M4N 2N3,M4N
338,Willowdale,329900,43.775791,-79.434486,#303 - 222 Finch Ave,Toronto,M2R 1M6,M2R
339,Downtown,540000,43.661133,-79.376541,#1406 - 298 Jarvis St,Toronto,M5B 2M4,M5B
340,Midtown Toronto,99000,43.662601,-79.423729,834 Bloor St,Toronto,M6G 1M2,M6G
341,Downtown,969900,43.642273,-79.372704,#322 - 29 Queens Quay,Toronto,M5E 1L7,M5E
342,Dufferin Grove,139900,43.653599,-79.427399,962 College St,Toronto,M6H 1A5,M6H
343,Downsview,259900,43.72578,-79.480759,#402 - 2737 Keele St,Toronto,M3M 2E9,M3M
344,Pelmo Park,1299900,43.711792,-79.511017,57 Ettrick Cres,Toronto,M9N 2K7,M9N
345,West Queen West,2550000,43.646584,-79.405861,711 Queen St,Toronto,M6J 1E6,M6J
347,Willowdale,529900,43.757988,-79.403625,#1409 - 120 Harrison Garden Blvd,Toronto,M2N 0H1,M2N
348,Rexdale,1199900,43.715092,-79.586617,355 Rexdale Blvd,Toronto,M9W 1R9,M9W
349,Midtown Toronto,65000,43.717457,-79.400139,2721 Yonge St,Toronto,M4N 2J2,M4N
350,The Junction,69000,43.666023,-79.464569,#1 - 395 Keele St,Toronto,M6P 2K9,M6P
351,Downtown,229500,43.666409,-79.404961,#406 - 421 Bloor St,Toronto,M5S 1X6,M5S
352,Milliken,175000,43.800751,-79.300117,#405 - 3852 Finch Ave,Toronto,M1T 3T9,M1T
354,Glen Park,1679900,43.707783,-79.464478,118 Glen Long Ave,Toronto,M6B 2M5,M6B
355,Flemingdon Park,259000,43.719769,-79.331573,250 Ferrand Dr,Toronto,M3C 3G8,M3C
356,High Park-Swansea,75000,43.655251,-79.456726,1675 Bloor St,Toronto,M6P 1A6,M6P
357,Glen Park,55000,43.708748,-79.443909,831 Glencairn Ave,Toronto,M6B 3J4,M6B
358,Riverdale,129000,43.67952,-79.342903,730 Danforth Ave,Toronto,M4J 1L5,M4J
359,Downtown,359900,43.652222,-79.370872,#1114 - 105 George St,Toronto,M5A 0L4,M5A
360,York Mills,14800000,43.739323,-79.391823,31 Knightswood Rd,Toronto,M4N 2H2,M4N
361,Downtown,394900,43.638866,-79.398438,#2003 - 85 QUEENS WHARF RD S,Toronto,M5V 1A9,M5V
362,Dufferin Grove,1199000,43.653893,-79.430649,7 Lindsey Ave,Toronto,M6H 1C8,M6H
363,Downtown,69000,43.651176,-79.384178,123 QUEEN ST W,Toronto,M5H 2N2,M5H
364,Midtown Toronto,8995000,43.676708,-79.374054,157 SOUTH DR,Toronto,M4W 1S3,M4W
365,Leslieville,1299999,43.667385,-79.334412,#7 - 175 Jones Ave,Toronto,M4M 3A2,M4M
366,The Beach,7700000,43.669548,-79.303482,1930 QUEEN ST E,Toronto,M4L 1H6,M4L
367,Windfields,5998000,43.746918,-79.376839,24 Daleberry Pl,Toronto,M3B 2A7,M3B
368,West Hill,959900,43.773384,-79.17717,389 MANSE RD,Toronto,M1E 3V5,M1E
370,Wexford - Maryvale,498000,43.757233,-79.288803,#306 - 1483 BIRCHMOUNT RD,Toronto,M1P 2G4,M1P
371,Parkwoods - Donalda,324900,43.752785,-79.332695,#507 - 18 VALLEY WOODS RD,Toronto,M3A 0A1,M3A
372,Oakridge,874900,43.690853,-79.283287,1 Kenworthy Ave,Toronto,M1L 3B1,M1L
373,Mimico,369500,43.624401,-79.491013,#327 - 200 Manitoba St,Toronto,M8Y 3Y9,M8Y
374,Henry Farm,329000,43.773922,-79.345726,#1212 - 62 FOREST MANOR RD,Toronto,M2J 0B6,M2J
375,Mimico,749000,43.624207,-79.488228,#3026 - 165 Legion Rd,Toronto,M8Y 0B3,M8Y
377,Newtonbrook,549900,43.780727,-79.419991,#44 - 49 Hendon Ave,Toronto,M2M 1A4,M2M
379,Milliken,178000,43.823952,-79.302422,4675 Steeles Ave,Toronto,M1V 0B7,M1V
380,Amesbury,59900,43.703178,-79.476822,2296 KEELE ST,Toronto,M6M 3Z8,M6M
381,Sunnylea,1799000,43.647602,-79.509544,2983 BLOOR ST W,Toronto,M8X 1C1,M8X
382,Downtown,415000,43.641632,-79.38205,#2305 - 12 York St,Toronto,M5J 2T8,M5J
383,Mimico,313800,43.622883,-79.481972,#3805 - 2200 LAKESHORE BLVD W,Toronto,M8V 1A4,M8V
384,Mimico,479000,43.621613,-79.482918,#207 - 2230 LAKESHORE BLVD W,Toronto,M8V 0B2,M8V
385,Willowdale,519000,43.760998,-79.410202,#903 - 4789 Yonge St,Toronto,M2N 0G3,M2N
387,York Mills,3300000,43.7421,-79.383804,103 Bayview Rdge,Toronto,M2L 1E3,M2L
388,Willowdale,409000,43.757233,-79.404686,#1717 - 100 Harrison Garden Blvd,Toronto,M2N 2T2,M2N
389,Woburn,699000,43.755348,-79.238785,43B Burnview Cres,Toronto,M1H 1B4,M1H
390,Woburn,1650000,43.755348,-79.238785,43 Burnview Cres,Toronto,M1H 1B4,M1H
391,Downtown,429800,43.659237,-79.382904,#76 - 384 Yonge St,Toronto,M5B 1S9,M5B
392,Bayview Village,305000,43.765289,-79.382339,#304 - 3 Rean Dr,Toronto,M2K 3C2,M2K
394,Silverthorn,499900,43.683189,-79.465988,240 Chambers Ave,Toronto,M6M 3L5,M6M
395,Willowdale,469000,43.77795,-79.41169,#4 - 432 Kenneth Ave,Toronto,M2N 7M3,M2N
396,Downtown,619000,43.669643,-79.380608,#304 - 101 Charles St,Toronto,M4Y 0A9,M4Y
397,Rexdale,155000,43.722031,-79.543945,#Ph2 - 236 Albion Rd,Toronto,M9W 6A6,M9W
399,Downtown,588000,43.668777,-79.383995,#710 - 45 Charles St,Toronto,M4Y 1S2,M4Y
400,Willowdale,369000,43.760998,-79.410202,#902 - 4789 Yonge St,Toronto,M2N 0G3,M2N
401,Fairbank,648888,43.687756,-79.447212,2094 Dufferin St,Toronto,M6E 3R7,M6E
402,Windfields,6980000,43.737885,-79.366577,25 Alderbrook Dr,Toronto,M3B 1E3,M3B
404,Dufferin Grove,69990,43.660366,-79.432594,1063 Bloor St,Toronto,M6H 1M5,M6H
405,Sunnylea,1519900,43.636932,-79.510468,41 Fernalroy Blvd,Toronto,M8Z 3W2,M8Z
406,Willowdale,2750000,43.779331,-79.406792,109 Holmes Ave,Toronto,M2N 4M3,M2N
407,Downtown,501888,43.659328,-79.382675,#706 - 386 Yonge St,Toronto,M5G 2K2,M5G
408,Weston,49000,43.69976,-79.518494,2088A Lawrence Ave,Toronto,M9N 1J1,M9N
409,Newtonbrook,3488000,43.793121,-79.403069,161 Northwood Dr,Toronto,M2M 2K2,M2M
410,Leslieville,934375,43.667133,-79.334404,#10 - 169 Jones Ave,Toronto,M4M 3A2,M4M
411,Downtown,275000,43.657322,-79.400246,454 Spadina Ave,Toronto,M5T 2G8,M5T
413,Downtown,689000,43.659328,-79.382675,#1204 - 386 Yonge St,Toronto,M5G 2K2,M5G
414,Downtown,95000,43.667515,-79.385025,#2 - 9 Isabella St,Toronto,M4Y 1M7,M4Y
415,Newtonbrook,588800,43.780727,-79.419991,#92 - 49 Hendon Ave,Toronto,M2M 1A4,M2M
416,Downtown,328800,43.668777,-79.383995,#609 - 45 Charles St,Toronto,M4Y 1S2,M4Y
417,Birch Cliff,1299000,43.680233,-79.281029,162 Blantyre Ave,Toronto,M1N 2R5,M1N
418,Emery,109900,43.749187,-79.542702,#1101 - 3390 Weston Rd,Toronto,M9M 2X3,M9M
419,Newtonbrook,2988000,43.786377,-79.410995,12 Silverview Dr,Toronto,M2M 2B3,M2M
421,Downtown,329900,43.660709,-79.378845,#901 - 365 Church St,Toronto,M5B 1Z9,M5B
422,Downtown,558888,43.642273,-79.372704,#902 - 29 Queens Quay,Toronto,M5E 1L7,M5E
423,Richview,449900,43.67664,-79.564476,#109 - 5 Richgrove Dr,Toronto,M9R 0A3,M9R
424,Leslieville,965800,43.664501,-79.330902,142 LESLIE ST,Toronto,M4M 3C7,M4M
425,Downtown,459000,43.651768,-79.374718,#206 - 55 Lombard St,Toronto,M5C 2R7,M5C
426,Earlscourt,699000,43.674339,-79.460411,1742 St Clair Ave,Toronto,M6N 1J3,M6N
428,Downsview,1399000,43.730968,-79.522255,163 Fred Young Dr,Toronto,M3L 1E8,M3L
429,Agincourt,1499999,43.799702,-79.29248,24 BELLBROOK RD,Toronto,M1S 1J4,M1S
430,Willowdale,499000,43.757233,-79.404686,#1902 - 100 Harrison Garden Blvd,Toronto,M2N 2T2,M2N
432,West Queen West,2550000,43.646584,-79.405861,711 Queen St,Toronto,M6J 1E6,M6J
433,Midtown Toronto,9999000,43.665081,-79.412689,584 Bloor St,Toronto,M6G 1K4,M6G
434,Willowdale,3578888,43.78006,-79.404915,138 HOLMES AVE,Toronto,M2N 4M6,M2N
435,Downtown,555000,43.667828,-79.390923,#407 - 110 Charles St,Toronto,M5S 2Z1,M5S
436,Old East York,99000,43.687981,-79.348289,978 PAPE AVE,Toronto,M4K 3V8,M4K
437,The Kingsway,525000,43.648132,-79.508591,2962 Bloor St,Toronto,M8X 2J2,M8X
438,Brookhaven,225000,43.697231,-79.490097,#311 - 10 MARTHA EATON WAY,Toronto,M6M 4C2,M6M
439,Islington - City Centre West,1998000,43.650887,-79.540085,201 Burnhamthorpe Rd,Toronto,M9B 1Z2,M9B
440,Willowdale,1628000,43.773258,-79.403107,179 Parkview Ave,Toronto,M2N 5A3,M2N
441,Kingsview Village,487000,43.697674,-79.545158,1 MAPLEBRANCH PATH,Toronto,M9P 3T4,M9P
442,Weston,319900,43.708447,-79.505974,#2106 - 224 King St,Toronto,M9N 1L7,M9N
443,The Kingsway,75000,43.661293,-79.509171,4168 Dundas St,Toronto,M8X 1X3,M8X
444,Lansing,1998000,43.759079,-79.413788,71 POYNTZ AVE,Toronto,M2N 1H9,M2N
446,Willowdale,399900,43.769665,-79.41378,#508 - 5162 Yonge St,Toronto,M2N 0E9,M2N
447,Henry Farm,359000,43.774376,-79.346603,#1311 - 66 FOREST MANOR RD,Toronto,M2J 0B7,M2J
448,The Beach,829800,43.669735,-79.302055,#406 - 1960 Queen St,Toronto,M4L 1H8,M4L
449,Downtown,1099000,43.659534,-79.382828,#7102 - 388 Yonge St,Toronto,M5G 2K2,M5G
450,Bathurst Manor,345000,43.752201,-79.456841,#507 - 906 SHEPPARD AVE W,Toronto,M3H 2T5,M3H
452,Armdale,239900,43.819328,-79.253868,#90 - 80 Nashdene Rd,Toronto,M1V 5E4,M1V
454,Newtonbrook,2988000,43.791035,-79.402832,2 Geranium Crt,Toronto,M2M 0A2,M2M
455,Willowdale,739900,43.760464,-79.410248,#208 - 2 Anndale Dr,Toronto,M2N 0G5,M2N
456,Belgravia,810000,43.698753,-79.448181,474 Whitmore Ave,Toronto,M6E 2N7,M6E
457,Newtonbrook,1998000,43.791561,-79.414207,40 Tobruk Cres,Toronto,M2M 3B6,M2M
458,Downtown,339000,43.659237,-79.382904,#121 - 384 Yonge St,Toronto,M5B 1S9,M5B
459,Downtown,415000,43.647224,-79.391098,#1207 - 21 Widmer St,Toronto,M5V 0B8,M5V
460,Parkdale,510000,43.635578,-79.441345,#2902 - 2167 LAKESHORE BLVD,Toronto,M6K 3C1,M6K
461,Rustic,799000,43.715637,-79.50106,91 BECKETT AVE,Toronto,M6L 2B3,M6L
462,Willowdale,348000,43.775791,-79.434486,#214 - 222 Finch Ave,Toronto,M2R 1M6,M2R
463,Tam O'Shanter,125000,43.784351,-79.292191,#0020 - 3850 SHEPPARD AVE E,Toronto,M1T 3L3,M1T
464,Fairbank,1199999,43.698002,-79.454231,96 FAIRBANK AVE,Toronto,M6E 3Y7,M6E
465,Mount Dennis,1100000,43.692352,-79.499771,18 COBALT ST,Toronto,M6M 2K1,M6M
466,Bendale,1999900,43.770813,-79.26506,7 Golden Gate Crt,Toronto,M1P 3A4,M1P
467,Downsview,899900,43.733566,-79.488663,66 TAVISTOCK RD,Toronto,M3M 2N9,M3M
468,Downtown,1608888,43.659328,-79.382675,#5710 - 386 Yonge St,Toronto,M5G 2K2,M5G
469,York Mills,3195000,43.74197,-79.40274,6 OLD YONGE ST,Toronto,M2P 1P7,M2P
470,Emery,115000,43.749187,-79.542702,#1108 - 3390 Weston Rd,Toronto,M9M 2X3,M9M
471,Rexdale,497900,43.752983,-79.61972,12 Steinway Blvd,Toronto,M9W,M9W
472,Downtown,899900,43.669716,-79.364693,2 ST JAMES CRT,Toronto,M4X 1X4,M4X
473,Milliken,829900,43.818554,-79.277954,26 Hutchcroft Ave,Toronto,M1V 1Z4,M1V
474,Willowdale,1888000,43.783482,-79.396431,276 Estelle Ave,Toronto,M2N 5J5,M2N
475,The Junction,499900,43.666733,-79.463661,#Ph1610 - 61 HEINTZMAN ST,Toronto,M6P 2J7,M6P
476,Midtown Toronto,120000,43.67411,-79.388977,920 YONGE ST,Toronto,M4W 2J2,M4W
477,Rexdale,689999,43.750072,-79.593987,47 Murchison Cres,Toronto,M9V 3P5,M9V
478,Downtown,145000,43.647423,-79.396591,8 Camden Street,Toronto,M5V 1V1,M5V
479,Downtown,769000,43.669151,-79.387375,#1803 - 21 Balmuto St,Toronto,M4Y 1W4,M4Y
480,Downtown,479900,43.64613,-79.375778,#2607 - 8 THE ESPLANADE AVE,Toronto,M5E 0A6,M5E
481,Downtown,445000,43.659237,-79.382904,#47 - 384 Yonge St,Toronto,M5B 1S9,M5B
482,West Hill,189900,43.767445,-79.183739,#1708 - 90 Ling Rd,Toronto,M1E 4Y3,M1E
483,Parkdale,149900,43.640388,-79.438339,1508 QUEEN ST W,Toronto,M6R 1A4,M6R
484,Downtown,320000,43.643486,-79.392303,#811 - 352 Front St,Toronto,M5V 0K3,M5V
485,Downtown,279000,43.640259,-79.381729,208 QUEENS QUAY,Toronto,M5V 3L9,M5V
